"region","set_type","status","all_pop","ind_edu","phd_edu","hig_edu","mast_edu","spec_edu","bac_edu","not_compl_edu","prof_edu","prof_edu_mid_spec","prof_edu_work","mid_edu","mid_edu_gen","mid_edu_prim","non_edu","not_ind_edu"
"Primorsky Krai","city","labour force",502204,477999,11407,161127,11622,109548,39957,13222,206920,134169,72751,62923,20451,1796,153,24205
"Primorsky Krai","city","employed",498073,473924,11356,160074,11524,108882,39668,13112,205462,133341,72121,61856,20146,1768,150,24149
"Primorsky Krai","city","unemployed",4131,4075,51,1053,98,666,289,110,1458,828,630,1067,305,28,3,56
"Primorsky Krai","city","not in labour",288466,277754,4539,44268,2452,32505,9311,4132,107620,74311,33309,66103,40014,10353,725,10712
"Primorsky Krai","city","labour force",5919,5670,113,1450,135,928,387,127,1963,1216,747,1310,636,64,7,249
"Primorsky Krai","city",NA,432414,28986,735,5275,251,3690,1334,510,10843,7802,3041,5879,4444,1237,63,403428
"Primorsky Krai","village",NA,326718,282563,3569,36192,1681,25311,9200,3865,111497,68584,42913,74076,44226,8378,760,44155
"Primorsky Krai","village","indicated status",277465,271957,3481,35188,1634,24658,8896,3760,108275,66405,41870,70534,42258,7750,711,5508
"Primorsky Krai","village","labour force",147074,143350,2212,25546,1307,17562,6677,2506,64302,39163,25139,33281,14365,1085,53,3724
"Primorsky Krai","village","employed",142857,139141,2181,25307,1301,17406,6600,2466,62826,38474,24352,31961,13387,963,50,3716
"Primorsky Krai","village","unemployed",4217,4209,31,239,6,156,77,40,1476,689,787,1320,978,122,3,8
"Primorsky Krai","village","not in labour",130391,128607,1269,9642,327,7096,2219,1254,43973,27242,16731,37253,27893,6665,658,1784
"Primorsky Krai","village","labour force",2949,2905,20,282,18,187,77,37,1007,513,494,920,563,70,6,44
"Primorsky Krai","village",NA,49253,10606,88,1004,47,653,304,105,3222,2179,1043,3542,1968,628,49,38647
"Khabarovsk Krai","village",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Khabarovsk Krai","total",NA,1078847,777518,13771,208946,10956,146178,51812,19459,300487,191864,108623,138952,86119,8170,1614,301329
"Khabarovsk Krai","total","indicated status",785543,741364,13278,203197,10768,142377,50052,18846,289187,184741,104446,130045,78031,7233,1547,44179
"Khabarovsk Krai","total","labour force",511435,477433,9536,163351,9229,112471,41651,14573,192469,120734,71735,66469,30482,232,321,34002
"Khabarovsk Krai","total","employed",505807,471858,9497,162415,9162,111821,41432,14449,190572,119692,70880,65128,29276,207,314,33949
"Khabarovsk Krai","total","unemployed",5628,5575,39,936,67,650,219,124,1897,1042,855,1341,1206,25,7,53
"Khabarovsk Krai","total","not in labour",274108,263931,3742,39846,1539,29906,8401,4273,96718,64007,32711,63576,47549,7001,1226,10177
"Khabarovsk Krai","total","labour force",6347,6176,73,1277,87,883,307,137,1886,1091,795,1663,1097,36,7,171
"Khabarovsk Krai","total",NA,293304,36154,493,5749,188,3801,1760,613,11300,7123,4177,8907,8088,937,67,257150
"Khabarovsk Krai","city",NA,905005,619723,12371,188120,10250,131542,46328,17151,237767,153769,83998,100541,56834,5836,1103,285282
"Khabarovsk Krai","city","indicated status",629871,588817,11898,182804,10071,128072,44661,16600,228113,147656,80457,93037,50179,5146,1040,41054
"Khabarovsk Krai","city","labour force",417449,385552,8528,147165,8645,101257,37263,12872,151722,95983,55739,46252,18625,180,208,31897
"Khabarovsk Krai","city","employed",414091,382240,8491,146342,8582,100685,37075,12768,150560,95330,55230,45548,18171,157,203,31851
"Khabarovsk Krai","city","unemployed",3358,3312,37,823,63,572,188,104,1162,653,509,704,454,23,5,46
"Khabarovsk Krai","city","not in labour",212422,203265,3370,35639,1426,26815,7398,3728,76391,51673,24718,46785,31554,4966,832,9157
"Khabarovsk Krai","city","labour force",4655,4492,68,1148,79,798,271,113,1371,827,544,1199,558,31,4,163
"Khabarovsk Krai","city",NA,275134,30906,473,5316,179,3470,1667,551,9654,6113,3541,7504,6655,690,63,244228
"Khabarovsk Krai","village",NA,173842,157795,1400,20826,706,14636,5484,2308,62720,38095,24625,38411,29285,2334,511,16047
"Khabarovsk Krai","village","indicated status",155672,152547,1380,20393,697,14305,5391,2246,61074,37085,23989,37008,27852,2087,507,3125
"Khabarovsk Krai","village","labour force",93986,91881,1008,16186,584,11214,4388,1701,40747,24751,15996,20217,11857,52,113,2105
"Khabarovsk Krai","village","employed",91716,89618,1006,16073,580,11136,4357,1681,40012,24362,15650,19580,11105,50,111,2098
"Khabarovsk Krai","village","unemployed",2270,2263,2,113,4,78,31,20,735,389,346,637,752,2,2,7
"Khabarovsk Krai","village","not in labour",61686,60666,372,4207,113,3091,1003,545,20327,12334,7993,16791,15995,2035,394,1020
"Khabarovsk Krai","village","labour force",1692,1684,5,129,8,85,36,24,515,264,251,464,539,5,3,8
"Khabarovsk Krai","village",NA,18170,5248,20,433,9,331,93,62,1646,1010,636,1403,1433,247,4,12922
"Amur Oblast","village",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amur Oblast","total",NA,627777,582690,8955,127540,6471,85932,35137,10672,241938,164770,77168,111250,72997,8255,1083,45087
"Amur Oblast","total","indicated status",583467,573843,8834,126401,6431,85278,34692,10534,239024,162746,76278,109108,70913,7969,1060,9624
"Amur Oblast","total","labour force",348984,341969,6426,99973,5527,66019,28427,7948,154740,104187,50553,50784,21849,131,118,7015
"Amur Oblast","total","employed",344636,337648,6404,99402,5500,65636,28266,7891,153210,103262,49948,49384,21117,127,113,6988
"Amur Oblast","total","unemployed",4348,4321,22,571,27,383,161,57,1530,925,605,1400,732,4,5,27
"Amur Oblast","total","not in labour",234483,231874,2408,26428,904,19259,6265,2586,84284,58559,25725,58324,49064,7838,942,2609
"Amur Oblast","total","labour force",4423,4401,24,685,49,432,204,62,1534,930,604,1300,750,38,8,22
"Amur Oblast","total",NA,44310,8847,121,1139,40,654,445,138,2914,2024,890,2142,2084,286,23,35463
"Amur Oblast","city",NA,432429,400602,7055,104441,5475,69506,29460,8473,169169,118554,50615,68919,37797,4214,534,31827
"Amur Oblast","city","indicated status",402352,394434,6978,103534,5442,69002,29090,8389,167107,117054,50053,67540,36327,4037,522,7918
"Amur Oblast","city","labour force",253091,247094,5156,82845,4713,53988,24144,6479,111123,76785,34338,31465,9863,79,84,5997
"Amur Oblast","city","employed",250738,244757,5141,82421,4689,53701,24031,6442,110279,76251,34028,30670,9645,78,81,5981
"Amur Oblast","city","unemployed",2353,2337,15,424,24,287,113,37,844,534,310,795,218,1,3,16
"Amur Oblast","city","not in labour",149261,147340,1822,20689,729,15014,4946,1910,55984,40269,15715,36075,26464,3958,438,1921
"Amur Oblast","city","labour force",2529,2515,19,536,41,331,164,51,876,570,306,733,280,16,4,14
"Amur Oblast","city",NA,30077,6168,77,907,33,504,370,84,2062,1500,562,1379,1470,177,12,23909
"Amur Oblast","village",NA,195348,182088,1900,23099,996,16426,5677,2199,72769,46216,26553,42331,35200,4041,549,13260
"Amur Oblast","village","indicated status",181115,179409,1856,22867,989,16276,5602,2145,71917,45692,26225,41568,34586,3932,538,1706
"Amur Oblast","village","labour force",95893,94875,1270,17128,814,12031,4283,1469,43617,27402,16215,19319,11986,52,34,1018
"Amur Oblast","village","employed",93898,92891,1263,16981,811,11935,4235,1449,42931,27011,15920,18714,11472,49,32,1007
"Amur Oblast","village","unemployed",1995,1984,7,147,3,96,48,20,686,391,295,605,514,3,2,11
"Amur Oblast","village","not in labour",85222,84534,586,5739,175,4245,1319,676,28300,18290,10010,22249,22600,3880,504,688
"Amur Oblast","village","labour force",1894,1886,5,149,8,101,40,11,658,360,298,567,470,22,4,8
"Amur Oblast","village",NA,14233,2679,44,232,7,150,75,54,852,524,328,763,614,109,11,11554
"Magadan Oblast","village",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Magadan Oblast","total",NA,112773,104734,1823,30693,1927,19756,9010,2802,39666,23432,16234,20043,8535,970,202,8039
"Magadan Oblast","total","indicated status",104859,102696,1808,30311,1913,19537,8861,2768,39088,23130,15958,19555,8136,835,195,2163
"Magadan Oblast","total","labour force",77818,76273,1561,27084,1729,17212,8143,2225,29697,17262,12435,12009,3576,49,72,1545
"Magadan Oblast","total","employed",76900,75358,1557,26942,1717,17119,8106,2205,29386,17085,12301,11753,3399,45,71,1542
"Magadan Oblast","total","unemployed",918,915,4,142,12,93,37,20,311,177,134,256,177,4,1,3
"Magadan Oblast","total","not in labour",27041,26423,247,3227,184,2325,718,543,9391,5868,3523,7546,4560,786,123,618
"Magadan Oblast","total","labour force",1069,1066,6,199,11,130,58,26,426,243,183,266,129,14,NA,3
"Magadan Oblast","total",NA,7914,2038,15,382,14,219,149,34,578,302,276,488,399,135,7,5876
"Magadan Oblast","city",NA,108441,100461,1786,30247,1909,19451,8887,2705,38183,22481,15702,18733,7726,888,193,7980
"Magadan Oblast","city","indicated status",100585,98442,1771,29867,1895,19234,8738,2671,37612,22183,15429,18248,7332,755,186,2143
"Magadan Oblast","city","labour force",75067,73535,1527,26727,1713,16980,8034,2148,28738,16646,12092,11153,3126,44,72,1532
"Magadan Oblast","city","employed",74449,72920,1523,26604,1702,16904,7998,2134,28508,16519,11989,10983,3057,40,71,1529
"Magadan Oblast","city","unemployed",618,615,4,123,11,76,36,14,230,127,103,170,69,4,1,3
"Magadan Oblast","city","not in labour",25518,24907,244,3140,182,2254,704,523,8874,5537,3337,7095,4206,711,114,611
"Magadan Oblast","city","labour force",999,996,6,191,11,124,56,25,401,227,174,244,117,12,NA,3
"Magadan Oblast","city",NA,7856,2019,15,380,14,217,149,34,571,298,273,485,394,133,7,5837
"Magadan Oblast","village",NA,4332,4273,37,446,18,305,123,97,1483,951,532,1310,809,82,9,59
"Magadan Oblast","village","indicated status",4274,4254,37,444,18,303,123,97,1476,947,529,1307,804,80,9,20
"Magadan Oblast","village","labour force",2751,2738,34,357,16,232,109,77,959,616,343,856,450,5,NA,13
"Magadan Oblast","village","employed",2451,2438,34,338,15,215,108,71,878,566,312,770,342,5,NA,13
"Magadan Oblast","village","unemployed",300,300,NA,19,1,17,1,6,81,50,31,86,108,NA,NA,NA
"Magadan Oblast","village","not in labour",1523,1516,3,87,2,71,14,20,517,331,186,451,354,75,9,7
"Magadan Oblast","village","labour force",70,70,NA,8,NA,6,2,1,25,16,9,22,12,2,NA,NA
"Magadan Oblast","village",NA,58,19,NA,2,NA,2,NA,NA,7,4,3,3,5,2,NA,39
"Sakhalin Oblast","village",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sakhalin Oblast","total",NA,389567,360570,3030,93448,4895,61152,27401,9509,145644,89364,56280,66491,37885,3912,651,28997
"Sakhalin Oblast","total","indicated status",360785,355412,2999,92755,4859,60736,27160,9400,143951,88245,55706,65251,36738,3694,624,5373
"Sakhalin Oblast","total","labour force",241334,237507,2227,79404,4252,51134,24018,7608,97261,58253,39008,34232,16412,181,182,3827
"Sakhalin Oblast","total","employed",238842,235030,2218,79004,4224,50909,23871,7550,96300,57723,38577,33488,16122,170,178,3812
"Sakhalin Oblast","total","unemployed",2492,2477,9,400,28,225,147,58,961,530,431,744,290,11,4,15
"Sakhalin Oblast","total","not in labour",119451,117905,772,13351,607,9602,3142,1792,46690,29992,16698,31019,20326,3513,442,1546
"Sakhalin Oblast","total","labour force",3116,3086,35,515,44,323,148,74,1174,723,451,776,481,24,7,30
"Sakhalin Oblast","total",NA,28782,5158,31,693,36,416,241,109,1693,1119,574,1240,1147,218,27,23624
"Sakhalin Oblast","city",NA,322153,296073,2716,83406,4474,54540,24392,8279,117844,72922,44922,50046,30157,3099,526,26080
"Sakhalin Oblast","city","indicated status",296762,291935,2690,82788,4438,54182,24168,8181,116477,72001,44476,49150,29222,2923,504,4827
"Sakhalin Oblast","city","labour force",203156,199681,2010,71249,3896,45900,21453,6652,80061,48306,31755,25841,13551,159,158,3475
"Sakhalin Oblast","city","employed",201459,197999,2003,70907,3870,45710,21327,6605,79395,47925,31470,25415,13367,151,156,3460
"Sakhalin Oblast","city","unemployed",1697,1682,7,342,26,190,126,47,666,381,285,426,184,8,2,15
"Sakhalin Oblast","city","not in labour",93606,92254,680,11539,542,8282,2715,1529,36416,23695,12721,23309,15671,2764,346,1352
"Sakhalin Oblast","city","labour force",2211,2187,23,439,41,277,121,58,821,491,330,518,308,14,6,24
"Sakhalin Oblast","city",NA,25391,4138,26,618,36,358,224,98,1367,921,446,896,935,176,22,21253
"Sakhalin Oblast","village",NA,67414,64497,314,10042,421,6612,3009,1230,27800,16442,11358,16445,7728,813,125,2917
"Sakhalin Oblast","village","indicated status",64023,63477,309,9967,421,6554,2992,1219,27474,16244,11230,16101,7516,771,120,546
"Sakhalin Oblast","village","labour force",38178,37826,217,8155,356,5234,2565,956,17200,9947,7253,8391,2861,22,24,352
"Sakhalin Oblast","village","employed",37383,37031,215,8097,354,5199,2544,945,16905,9798,7107,8073,2755,19,22,352
"Sakhalin Oblast","village","unemployed",795,795,2,58,2,35,21,11,295,149,146,318,106,3,2,NA
"Sakhalin Oblast","village","not in labour",25845,25651,92,1812,65,1320,427,263,10274,6297,3977,7710,4655,749,96,194
"Sakhalin Oblast","village","labour force",905,899,12,76,3,46,27,16,353,232,121,258,173,10,1,6
"Sakhalin Oblast","village",NA,3391,1020,5,75,NA,58,17,11,326,198,128,344,212,42,5,2371
"Jewish Autonomous Oblast","village",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jewish Autonomous Oblast","total",NA,120388,106093,974,20109,1227,13212,5670,1352,39774,26413,13361,24691,16365,2601,227,14295
"Jewish Autonomous Oblast","total","indicated status",106940,103791,957,19808,1217,12994,5597,1332,39030,25867,13163,24169,15810,2463,222,3149
"Jewish Autonomous Oblast","total","labour force",64687,62449,703,15742,1041,10237,4464,1019,25202,16339,8863,13415,6020,326,22,2238
"Jewish Autonomous Oblast","total","employed",63742,61505,703,15638,1029,10183,4426,1006,24924,16192,8732,13174,5735,306,19,2237
"Jewish Autonomous Oblast","total","unemployed",945,944,NA,104,12,54,38,13,278,147,131,241,285,20,3,1
"Jewish Autonomous Oblast","total","not in labour",42253,41342,254,4066,176,2757,1133,313,13828,9528,4300,10754,9790,2137,200,911
"Jewish Autonomous Oblast","total","labour force",1162,1156,5,116,4,74,38,18,339,203,136,312,332,33,1,6
"Jewish Autonomous Oblast","total",NA,13448,2302,17,301,10,218,73,20,744,546,198,522,555,138,5,11146
"Jewish Autonomous Oblast","city",NA,87109,73910,759,16606,1084,10919,4603,1050,28923,19572,9351,16320,8666,1454,132,13199
"Jewish Autonomous Oblast","city","indicated status",75140,72140,747,16347,1074,10735,4538,1037,28300,19105,9195,15887,8337,1354,131,3000
"Jewish Autonomous Oblast","city","labour force",46823,44678,553,13038,926,8484,3628,809,18387,12101,6286,8802,2934,139,16,2145
"Jewish Autonomous Oblast","city","employed",46380,44235,553,12954,915,8444,3595,798,18228,12015,6213,8681,2870,137,14,2145
"Jewish Autonomous Oblast","city","unemployed",443,443,NA,84,11,40,33,11,159,86,73,121,64,2,2,NA
"Jewish Autonomous Oblast","city","not in labour",28317,27462,194,3309,148,2251,910,228,9913,7004,2909,7085,5403,1215,115,855
"Jewish Autonomous Oblast","city","labour force",402,397,3,87,4,59,24,10,147,92,55,98,44,8,NA,5
"Jewish Autonomous Oblast","city",NA,11969,1770,12,259,10,184,65,13,623,467,156,433,329,100,1,10199
"Jewish Autonomous Oblast","village",NA,33279,32183,215,3503,143,2293,1067,302,10851,6841,4010,8371,7699,1147,95,1096
"Jewish Autonomous Oblast","village","indicated status",31800,31651,210,3461,143,2259,1059,295,10730,6762,3968,8282,7473,1109,91,149
"Jewish Autonomous Oblast","village","labour force",17864,17771,150,2704,115,1753,836,210,6815,4238,2577,4613,3086,187,6,93
"Jewish Autonomous Oblast","village","employed",17362,17270,150,2684,114,1739,831,208,6696,4177,2519,4493,2865,169,5,92
"Jewish Autonomous Oblast","village","unemployed",502,501,NA,20,1,14,5,2,119,61,58,120,221,18,1,1
"Jewish Autonomous Oblast","village","not in labour",13936,13880,60,757,28,506,223,85,3915,2524,1391,3669,4387,922,85,56
"Jewish Autonomous Oblast","village","labour force",760,759,2,29,NA,15,14,8,192,111,81,214,288,25,1,1
"Jewish Autonomous Oblast","village",NA,1479,532,5,42,NA,34,8,7,121,79,42,89,226,38,4,947
"Chukotka Autonomous Okrug","village",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chukotka Autonomous Okrug","total",NA,37376,37134,541,9982,438,7280,2264,615,13362,7893,5469,6928,5240,401,65,242
"Chukotka Autonomous Okrug","total","indicated status",36314,36163,537,9924,437,7234,2253,610,13223,7813,5410,6766,4826,215,62,151
"Chukotka Autonomous Okrug","total","labour force",27898,27789,486,9108,398,6598,2112,536,11002,6462,4540,4547,2081,13,16,109
"Chukotka Autonomous Okrug","total","employed",27000,26894,486,9073,396,6574,2103,527,10772,6365,4407,4240,1770,13,13,106
"Chukotka Autonomous Okrug","total","unemployed",898,895,NA,35,2,24,9,9,230,97,133,307,311,NA,3,3
"Chukotka Autonomous Okrug","total","not in labour",8416,8374,51,816,39,636,141,74,2221,1351,870,2219,2745,202,46,42
"Chukotka Autonomous Okrug","total","labour force",490,488,1,31,4,20,7,6,78,46,32,161,210,1,NA,2
"Chukotka Autonomous Okrug","total",NA,1062,971,4,58,1,46,11,5,139,80,59,162,414,186,3,91
"Chukotka Autonomous Okrug","city",NA,25973,25803,384,8941,384,6540,2017,511,10000,6029,3971,3672,2072,209,14,170
"Chukotka Autonomous Okrug","city","indicated status",25181,25077,380,8886,384,6496,2006,506,9884,5955,3929,3537,1782,88,14,104
"Chukotka Autonomous Okrug","city","labour force",20417,20336,336,8173,348,5941,1884,452,8384,5016,3368,2458,527,4,2,81
"Chukotka Autonomous Okrug","city","employed",20207,20126,336,8149,347,5923,1879,449,8309,4973,3336,2384,493,4,2,81
"Chukotka Autonomous Okrug","city","unemployed",210,210,NA,24,1,18,5,3,75,43,32,74,34,NA,NA,NA
